1560,US,"A stunning Pirouette—63% Cabernet Sauvignon, 22% Merlot, 9% Cab Franc and 6% Petit Verdot. Full and magnificently rich, it is loaded with dense and thrilling fruit flavors of black cherry and cassis. A streak of iron and a hint of citrus keep the wine evolving through a long, beautifully balanced finish. Retasted after being open for 24 hours, the wine was as fresh and thrilling as on the first day.",Red Wine,98,50.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,paulgwine,Pirouette 2008 Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette
1561,Italy,"Here's a “wow” wine on every level, with incredible intensity and supple softness that builds momentum over many long minutes. A sweet cherry note at the core is surrounded by lush layers of tobacco, dark chocolate and spice, which promise to evolve gracefully over years to come.",Guado al Tasso,98,102.0,Tuscany,Bolgheri Superiore,,,anonymous,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Red Blend,Marchesi Antinori
1562,France,"A very concentrated wine with such a stylish feel. It balances ripe berry fruits with chocolate and wood flavors in the richest, ripest combination. The wine has power, without losing its poised character. It's ready for long aging.",,97,170.0,Bordeaux,Saint-Émilion,,Roger Voss,vossroger,Château Troplong Mondot 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Troplong Mondot
1563,Italy,"Recently implemented winemaker and cellar changes make this one of the best Sassicaias ever. This Cabernet Sauvignon-Cabernet Franc blend delivers thick concentration and sun-kissed aromas of black fruit, prune, dried bay leaf, black olive and tobacco. The thick, fertile soils that characterize the magical strip of coastal Tuscany at Bol-gheri help shape amazing richness and intensity.",Sassicaia,97,220.0,Tuscany,Bolgheri Sassicaia,,,anonymous,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido
1564,Italy,"The 2008 Ornellaia delivers concentrated aromas of forest fruit, raspberry and black cherry. There are beautiful elements of soft spice and chocolate at the back and the wine ends with soft, plush tannins and smooth, berry-rich flavors.",Ornellaia,97,215.0,Tuscany,Bolgheri Superiore,,,anonymous,Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),Red Blend,Tenuta dell'Ornellaia
1565,US,"An outstanding wine, the best California Cabernet Jean-Charles Boisset has ever produced from any of his properties. It stands out in any tasting of its peers. Made from 100% Cabernet Sauvignon, and aged in 60% new oak, it shows satisfying, complex flavors of blackberries, blueberries, cassis, hazelnut-infused chocolate and spices. Hard to exaggerate its power and grace. Wonderful now and for a good six years, but it's difficult to predict its evolution beyond 2018.",No. 1,97,150.0,California,Napa Valley,Napa,,anonymous,JCB 2009 No. 1 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,JCB
1566,France,"Such a generous and ripe wine, with a dark core of tannins surrounded by opulent fruit. Black fruits, coffee, very concentrated flavors, a powerhouse of structure and richness. The warmth of the wine is palpable, as is the aging potential.",,97,1100.0,Bordeaux,Pessac-Léognan,,Roger Voss,vossroger,Château La Mission Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion
1567,US,"A drop-dead gorgeous Pinot Noir that will satisfy everyone from Burgundy fans to diehard Cabernet cultists. Show an elegant complexity and silky texture that define great California Pinot Noir, yet with a powerful impact that emphasizes raspberries, cherries and blueberries. Brilliant acidity and tannins provide the perfect framework on this wine that's drinkable now, and will develop over the next 15–20 years.",Allen Vineyard,97,82.0,California,Russian River Valley,Sonoma,,anonymous,Williams Selyem 2009 Allen Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
3642,France,"96-98. Barrel sample. The fruit is very pure with a great depth of flavor. This wine has weight, and intense flavors of dark plum and sweet fruit. Impressive.",Barrel Sample,97,,Bordeaux,Pauillac,,Roger Voss,vossroger,Château Pontet-Canet 2011 Barrel Sample  (Pauillac),Bordeaux-style Red Blend,Château Pontet-Canet
4502,US,"Structured, with years to go to take on added complexity and personality, this wine is also a study in immediate gratification, as it's presently so juicy and easy to enjoy. It comes from an east-facing block, planted to a suitcase clone. Exotic, rich red and black berry and cinnamon form an alliance of balance and mouthwatering seduction. The oak and tannin are fully in sync, while a salty, meaty finish provides additional decadence.",The Traveler,98,155.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,vboone,Wayfarer 2014 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
4503,Italy,"Alluring, ethereal scents of perfumed berry, aromatic herb, fragrant blue flower, new leather, orange zest and exotic spice abound on this radiant wine. The smooth, vibrant palate is loaded with finesse, delivering juicy red cherry, raspberry, cake spice and energizing mineral. Silky, supple tannins and bright acidity provide impeccable balance. It's already extremely tempting but hold for even more complexity. Drink 2018–2025.",Contrada R,97,60.0,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,kerinokeefe,Passopisciaro 2013 Contrada R Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Passopisciaro
4504,US,"This wine is insanely good, from a dry-farmed, yes, rocky outcropping of vines planted first in 1910, then again in 1934 and the 1970s, with Carignane and Petite Sirah in the mix. It's thick, rich and beautifully put-together, full bodied and entirely balanced, with markings of cherry cordial and white pepper that seduce gently.",Rocky Knoll,97,50.0,California,Russian River Valley,Sonoma,Virginie Boone,vboone,Limerick Lane 2013 Rocky Knoll Zinfandel (Russian River Valley),Zinfandel,Limerick Lane
4505,US,"Dark, brooding cinnamon and fleshy black plum provide an exciting, complex counterpoint to the rakish earthiness and exotic Asian spice going on in this full-bodied, explosively compelling wine, its minerality lingering. It's young and still tightly coiled, with lingering minerality; let it open to enjoy now, but it would show best after some time, so cellar through 2024.",Golden Mean,97,115.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,vboone,Wayfarer 2014 Golden Mean Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
5910,France,"This beautiful wine is austere at this very young stage. But what pent-up power—the richness comes from glorious ripe fruit, tempered with a core of steel and wrapped with pure lemon, apricot and toast flavors. Age for 10 years at least.",,97,430.0,Burgundy,Bâtard-Montrachet,,Roger Voss,vossroger,Domaine Leflaive 2008  Bâtard-Montrachet,Chardonnay,Domaine Leflaive
5911,France,"A ripe, toasty wine, very buttery. It has rich, almost sweet yellow fruit balanced with a wonderful mineral texture. The wine, of course, is still very young, but shows its future as being rounded and opulent. The acidity that holds it all together shows in the finish.",,97,550.0,Burgundy,Chevalier-Montrachet,,Roger Voss,vossroger,Domaine Leflaive 2008  Chevalier-Montrachet,Chardonnay,Domaine Leflaive
7097,US,"Marks a welcome return to the magnificence of the 2002, although more recent vintages haven't exactly been slouches. The '05 is amazing, a densely structured, deeply flavored Bordeaux blend that's mainly Cabernet Sauvignon. Shows classic notes of cassis, currants and black cherry liqueur, while 70% new oak adds enticingly rich layers of sweet toast and smoky vanilla. The tannins are pure, classic Napa, very refined and ripe, offering solid structural support with no trace of astringency. Beautiful now, and should slowly develop for many years.",Padrone Proprietary Red Wine,97,110.0,California,Napa Valley,Napa,,anonymous,Signorello 2005 Padrone Proprietary Red Wine Red (Napa Valley),Bordeaux-style Red Blend,Signorello
7335,Italy,"Thick as molasses and dark as caramelized brown sugar, the wine oozes out of the bottle releasing concentrated aromas of butterscotch, toffee, honey, licorice, coffee, resin and maple syrup. Grapes from the Montepulciano area are dried in a ventilated room and the wine ages over 10 years in tiny oak barrels resulting in thick, dark concentration. Don't pair it with food: Vin Santo as good as this deserves to be enjoyed alone, as a so-called “meditation wine.”",Occhio di Pernice,100,210.0,Tuscany,Vin Santo di Montepulciano,,,anonymous,Avignonesi 1995 Occhio di Pernice  (Vin Santo di Montepulciano),Prugnolo Gentile,Avignonesi
7336,US,"This is a great 2005 Pinot Noir, the best ever from Talley. The wine somehow combines huge ripe fruit with delicacy. It floods the mouth with profound currant, cherry pie, licorice, cola, raspberry, cocoa and vanilla smoke flavors, yet feels light and silky, and is thoroughly dry. That's the magic of Pinot Noir. You can enjoy this small production wine now, and it should develop additional complexities for 10 years.",Rosemary's Vineyard,97,70.0,California,Arroyo Grande Valley,Central Coast,,anonymous,Talley 2005 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Talley
14344,Germany,"The smoky, minerally aspects of the site show through even a thick veil of botrytis. This is intensely honeyed, filled with dried apricot and candied pineapple flavors, yet not without nuance. Incredibly sweet, but as balanced as a wine this unctuous can be, with a long, mouthwatering finish.",Breumel in den Mauren Trockenbeerenauslese,97,,Pfalz,,,Joe Czerwinski,JoeCz,Müller-Catoir 2007 Breumel in den Mauren Trockenbeerenauslese Riesling (Pfalz),Riesling,Müller-Catoir
15831,Italy,"Balancing power and grace, this wine delivers alluring aromas and flavors of ripe black cherry, raspberry compote, grilled herb, licorice and tar. Vibrant acidity and firm, velvety tannins provide freshness and structure, while a hint of pipe tobacco closes the lingering finish. Drink 2020–2032.",Montosoli,97,125.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,kerinokeefe,Altesino 2012 Montosoli  (Brunello di Montalcino),Sangiovese,Altesino
15832,US,"Marked by both reduction and oak, this wine feels lifted with acidity, opening in a vibrant shock of strawberry and Mandarin orange. Velvety layers subtle tannin carry a spicy finish of clove and salty sea air. A beautifully balanced, complete wine.",Two Birds Estate Grown,97,90.0,California,Russian River Valley,Sonoma,Virginie Boone,vboone,Arista 2014 Two Birds Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Arista
15833,France,"With 83% Sémillon in the blend, this wine has weight as well as richness. At the same time, it has a crisp edge, a smoky character from wood aging and the fine balance between citrus and more exotic fruits. It is a wine to age for many years. Drink from 2022.",,97,698.0,Bordeaux,Pessac-Léognan,,Roger Voss,vossroger,Château La Mission Haut-Brion 2014  Pessac-Léognan,Bordeaux-style White Blend,Château La Mission Haut-Brion
15834,France,"This is a major wine. It has enormous tension, structure and a core of dark tannins. Amid all this, the wine is also packed with fruit and concentrated blackberry and black-plum flavors. It will age slowly and steadily with its enormous structure and concentration. Drink this wine from 2027.",,97,450.0,Bordeaux,Pauillac,,Roger Voss,vossroger,Château Lafite Rothschild 2014  Pauillac,Bordeaux-style Red Blend,Château Lafite Rothschild
15835,France,"Effectively half-and-half Merlot and Cabernet Franc, this is a tremendous wine. With very fine tannins, spice from a touch of wood and swathes of ripe fruits give this wine its concentration and its huge potential. The wine has weight and a dark, dense structure that will allow it to age for many years. Drink from 2027.",,97,285.0,Bordeaux,Saint-Émilion,,Roger Voss,vossroger,Château Angélus 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Angélus
15836,France,"With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.",,97,330.0,Bordeaux,Pessac-Léognan,,Roger Voss,vossroger,Château Haut-Brion 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion
15837,France,"This is a great wine. It has all the elements in place to produce a wine that will last for years: powerful fruit, rich tannins and a structure that is built to last. This is elegant, impressive and concentrated. Almost entirely Cabernet Sauvignon, the grape gives the wine its fruit and its tannins. Drink from 2028.",,97,150.0,Bordeaux,Saint-Julien,,Roger Voss,vossroger,Château Léoville Las Cases 2014  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Las Cases
16106,France,"96–98. Barrel sample. This powerful, impressive wine is comprised of 90% Cabernet Sauvignon. It's seriously structured, with loads of black currants and dark tannin, and revels on the finish with the juicy, fresh acidity of this vintage. A fine Mouton, this is the first vintage produced in the chateau's new cellar.",Barrel Sample,97,,Bordeaux,Pauillac,,Roger Voss,vossroger,Château Mouton Rothschild 2012 Barrel Sample  (Pauillac),Bordeaux-style Red Blend,Château Mouton Rothschild
16107,France,"96–98. Barrel sample. This is a structured, ripe wine that also has a great sense of freshness—vibrant blackberry flavor and lively acidity. The finish retains the same delicious freshness and brightness of this vintage.",Barrel Sample,97,,Bordeaux,Pauillac,,Roger Voss,vossroger,Château Pontet-Canet 2012 Barrel Sample  (Pauillac),Bordeaux-style Red Blend,Château Pontet-Canet
16522,Germany,"With layers upon layers of spicy saffron, peach, honey and caramel to be enjoyed on the nose alone, this heady botrytized Riesling is pure hedonism. The sweet-tart palate is deft and spry yet deeply lusciously penetrating in flavor. Spine-tingling acidity darts through a honeyed, waxy slick that extends the finish endlessly. It's already a heart-stopping wine but will continue to improve for decades to come.",Kiedrich Gräfenberg Trockenbeerenauslese,98,775.0,Rheingau,,,Anna Lee C. Iijima,anonymous,Robert Weil 2015 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
16523,Italy,"Polished and well structured, this vibrant, savory red hits all the high notes. It opens with enticing red cherry, pressed rose, ground clove and balsamic scents that follow through to the chiseled palate, along with crushed cranberry and licorice notes. Firm but refined tannins and fresh acidity lend impeccable balance and finesse. Drink 2023–2043.",Prapò,97,75.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Germano Ettore 2013 Prapò  (Barolo),Nebbiolo,Germano Ettore
16524,Portugal,"This is a superb blend of aged tawny Ports, blended to celebrate the company's 325th anniversary. Filled with rich fruit, it has great depth and spicy richness although it is also impressively fresh. Dried fruits and red plums are lifted with a hint of smoky wood and good acidity. Like any tawny Port, it is ready to drink.",325 Anniversary,97,40.0,Port,,,Roger Voss,vossroger,Taylor Fladgate NV 325 Anniversary  (Port),Port,Taylor Fladgate
16770,Italy,"One of the best expressions from the classic Cannubi vineyard area, this fragrant red is all about finesse, opening with enticing scents of perfumed berry, iris, rose, chopped herb, baking spice and new leather. The vibrant palate boasts structure as well as an almost ethereal elegance, delivering succulent red cherry, crushed strawberry, cinnamon and licorice wrapped in refined tannins. Bright acidity lends impeccable balance. Drink from 2021 through 2043.",Cannubi,98,60.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Brezza 2013 Cannubi  (Barolo),Nebbiolo,Brezza
16771,Italy,"Always the firm's showstopper and one of the best expressions of this celebrated vineyard, the 2013 doesn't disappoint. It opens with alluring scents of wild red berry, Alpine herb, truffle, graphite and new leather while the dazzling palate boasts Marasca cherry, clove, cinnamon, tobacco and a balsamic note. It already shows remarkable finesse and complexity but still needs years to develop to its full and impressive potential. Drink from 2025 through 2050.",Monvigliero,98,70.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Comm. G. B. Burlotto 2013 Monvigliero  (Barolo),Nebbiolo,Comm. G. B. Burlotto
16772,Italy,"From one of the most celebrated vineyards in the entire Barolo denomination, this gorgeous wine boasts captivating aromas of new leather, underbrush, ripe berry, tobacco, a whiff of tilled soil and a balsamic note. Seamlessly combining elegance and structure, the long, compelling palate delivers layers of juicy black cherry, ripe raspberry, licorice and clove alongside a backbone of noble tannins. It's already a fantastic showing and will age wonderfully for decades. Drink 2021–2046.",Vigna Rionda Riserva,98,151.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Massolino 2011 Vigna Rionda Riserva  (Barolo),Nebbiolo,Massolino
16773,Italy,"Classic Nebbiolo aromas of new leather, menthol, pressed rose, perfumed wild berry and chopped aromatic herb continuously lift out of the glass. The luminous, delicious palate delivers layers of succulent Marasca cherry, crushed raspberry, cinnamon and star anise set against a backbone of youthfully assertive but fine tannins. Bright acidity gives it wonderful balance while a note of pipe tobacco graces the lingering finish. Drink 2028–2048.",Brunate,98,300.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Giuseppe Rinaldi 2013 Brunate  (Barolo),Nebbiolo,Giuseppe Rinaldi
16774,Italy,"Wild berry, iris, rose and a potpourri of culinary spice aromas emerge on the nose of this stunning red. Radiant and full bodied, the palate is young and primary at this stage but already evokes morello cherry, licorice, pipe tobacco and aromatic herbs. Bright acidity and taut tannins provide impeccable balance and an impressive, age-worthy structure. Drink 2025–2043.",Ravera,97,82.0,Piedmont,Barolo,,Kerin O’Keefe,kerinokeefe,Elvio Cogno 2013 Ravera  (Barolo),Nebbiolo,Elvio Cogno
19571,France,"The latest release from Salon, this just explodes in the mouth with mineral, steel and flint. The tiny mousse has flavors of yeast and just a touch of toast. It is rich, but so austere and structured. Like many Salon Champagnes, this will age for 20 years or more.",Le Mesnil Blanc de Blancs,97,350.0,Champagne,Champagne,,Roger Voss,vossroger,Salon 1996 Le Mesnil Blanc de Blancs Chardonnay (Champagne),Chardonnay,Salon
21078,Italy,"Already one of Italy's most iconic bottlings, this gorgeous 2010 is already a classic. Its complex and intense bouquet unfolds with ripe blackberries, violets, leather, thyme and balsamic herbs. The palate shows structure, poise and complexity, delivering rich black currants, black cherry, licorice, mint and menthol notes alongside assertive but polished tannins and vibrant energy. This wine will age and develop for decades. Drink 2018–2040.",Solaia,97,325.0,Tuscany,Toscana,,Kerin O’Keefe,kerinokeefe,Marchesi Antinori 2010 Solaia Red (Toscana),Red Blend,Marchesi Antinori
26889,Italy,"Red berry, cedar and light spice aromas lead the way on this dazzling red. The vibrant palate is loaded with finesse, delivering bright red currant, red raspberry, white pepper and chopped herb alongside bright acidity and firm, polished tannins. Impeccably balanced, it's loaded with elegance, energy and intensity but it's still young, so give it time to fully develop. Drink 2020–2038.",,98,235.0,Tuscany,Bolgheri Sassicaia,,Kerin O’Keefe,kerinokeefe,Tenuta San Guido 2013  Bolgheri Sassicaia,Red Blend,Tenuta San Guido
26890,US,"This is an incredibly beautiful and yes, joyful, sparkler, made from equal parts Chardonnay and Pinot Noir. This particular offering was disgorged in July 2016. It positively impresses in minerality, complemented by a more fulsome sense of lemon, apple and hazelnut on the creamy palate, leaving a rich trail of silk on the finish.",Joy! Estate Bottled,98,250.0,California,Green Valley,Sonoma,Virginie Boone,vboone,Iron Horse 2003 Joy! Estate Bottled Sparkling (Green Valley),Sparkling Blend,Iron Horse
27591,France,"This is a major wine from a great white wine vintage that's naturally impressive and intense. Ripe white and yellow fruit dominates the palate, sustained by wood aging flavors and tight, nervy texture. Bâtard-Montrachet is largest of the five white Grand Crus in Puligny and Chassagne Montrachet. Drink from 2024.",,98,367.0,Burgundy,Bâtard-Montrachet,,Roger Voss,vossroger,Louis Jadot 2014  Bâtard-Montrachet,Chardonnay,Louis Jadot
27592,US,"The highly sought-after, perennially beautiful and brawny Hillside Select is 100% estate grown and 100% varietal. It wows after three years in barrel, painting a lush picture of tobacco, tea and firm, integrated tannin dusted in smoky clove scents. Intensely peppery, its youthful blackberry and cherry flavors shine through but will benefit from even more time in bottle, through 2032.",Hillside Select,98,265.0,California,Stags Leap District,Napa,Virginie Boone,vboone,Shafer 2012 Hillside Select Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Shafer
27593,France,"This is a powerhouse of a wine—structured and dense yet still developing and closed at this young stage. There's already a sense of both fruit richness and mineral texture, underpinned by oak spice, yet it will grow more powerful with time. Drink from 2023.",,97,184.0,Burgundy,Corton-Charlemagne,,Roger Voss,vossroger,Louis Jadot 2014  Corton-Charlemagne,Chardonnay,Louis Jadot
27594,France,"The largest of the four grands crus in Morey-Saint-Denis, this vineyard gives the most structured wines. This bottling, with its tannins and power, is no exception. While it shows plenty of rich black, perfumed fruit, it also has an immense structure of tight tannins are balanced by juicy acidity. Drink from 2027.",,97,286.0,Burgundy,Clos de la Roche,,Roger Voss,vossroger,Louis Jadot 2014  Clos de la Roche,Pinot Noir,Louis Jadot
28638,US,"An awesome Pinot Noir—it's hard to find words to describe its beauty. It's bone dry and rich in stimulating acidity, and the cherry and raspberry fruit flavors have an earthy, mushroomy quality that grounds the wine and gives it a real sense of terroir. Shows the fleshy attractions of the amazing '07 vintage, with an undisputed capacity to age. Now–2017, at least.",Trenton Estate Vineyard,97,52.0,California,Russian River Valley,Sonoma,,anonymous,Joseph Swan Vineyards 2007 Trenton Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Swan Vineyards
30109,US,"The mighty Insignia shows a vibrancy of purpose and craft in this, its 40th vintage, combining 88% Cabernet Sauvignon, 5% Petit Verdot, 3% Merlot, 3% Malbec and 1% Cabernet Franc. Together they find a higher calling of perfumed violet, dark plum and berry along with graphite and an edginess of dried herb. Firm, structured tannins show tremendous potential for aging and decanting. This is a near-perfect effort from a blockbuster vintage.",Insignia 40th Vintage Estate Grown,98,250.0,California,Napa Valley,Napa,Virginie Boone,vboone,Joseph Phelps 2013 Insignia 40th Vintage Estate Grown Red (Napa Valley),Bordeaux-style Red Blend,Joseph Phelps
30110,France,"This wine comes from the vineyard that sits at the pinnacle of Chardonnay in Burgundy. It is majestic and opulent, a powerful wine full of deeply concentrated fruit as well as the ineffable acidity of the vintage. It is structured, tensely mineral and demands long aging. Drink this beautiful wine from 2023.",,97,886.0,Burgundy,Montrachet,,Roger Voss,vossroger,Olivier Leflaive 2014  Montrachet,Chardonnay,Olivier Leflaive
30111,US,"It's hard to overstate how deliciously irresistible this wine is, a celebration of the variety that makes a statement of greatness from the first sip to the last. Golden-hued minerality is the star and pillar of support, a worthy dance partner to the twirls of lacy lemon pith, fully expressive tangerine, grapefruit and stone. Lively and complex, it showcases beauty in a glass.",La Sereinité,97,70.0,California,Russian River Valley,Sonoma,Virginie Boone,vboone,Lynmar 2014 La Sereinité Chardonnay (Russian River Valley),Chardonnay,Lynmar
33384,US,"This is beautifully lilting in preciously defined aromas of rose petal and wild strawberry. From there, it's all subtlety and ethereal elegance. The wine is restrained, nurtured in a basket of nutmeg and graham cracker, as well as freshly packed mushroomy earth. This wine is a stunner right out of the glass, but is sure to continue its fine course through 2022–2025.",Bucher Vineyard,97,59.0,California,Russian River Valley,Sonoma,Virginie Boone,vboone,Williams Selyem 2012 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
33385,Spain,"Gorgeous aromas of toasty oak, wood smoke, minerals and layered black fruits feed into a concentrated, thick palate that demands a knife and fork for dissection. Flavors of toast, vanilla bean, woodspice, bacon, mint and blackberry are lush. Give this beauty another couple of years, then drink through 2022.",Malleolus de Valderramiro,97,150.0,Northern Spain,Ribera del Duero,,Michael Schachner,wineschach,Emilio Moro 2010 Malleolus de Valderramiro  (Ribera del Duero),Tinto Fino,Emilio Moro
33840,Italy,"A true labor of love, this fabulous Vin Santo opens with beautiful intensity and infinite aromas of roasted chestnut, maple syrup, caramel, butterscotch and candied orange. It's divine in the mouth, with thick, luscious layers of glycerine and succulent sweetness. This is what Italians call a meditation wine that can easily be consumed alone after dinner.",Sant'Andrea Corsini,97,,Tuscany,Vin Santo del Chianti Classico,,,anonymous,Principe Corsini Fattoria Le Corti 1997 Sant'Andrea Corsini  (Vin Santo del Chianti Classico),White Blend,Principe Corsini Fattoria Le Corti
33841,US,"Sourced from old-vine Bacchus and Weinbau fruit, this also includes 20% grapes from the estate's Heather Hill vineyard. The aromas are dense and penetrating, with a powerful mix of black fruits, ripe berries, smoke, earth, olive and coffee. From the first sniff to the last swallow, the flavors are beautifully integrated and the effect symphonic.",Reserve,97,85.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,paulgwine,Abeja 2007 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Abeja
33842,Italy,"Picolit is a precious and uniquely Italian dessert wines that relies on a variety of special conditions to produce overwhelming elegance and concentration. Livio Felluga does a wonderful job with this wine that opens with a luminous golden color and segues to luscious, creamy flavors of honey, white flower and almond paste.",Picolit,97,90.0,Northeastern Italy,Colli Orientali del Friuli,,,anonymous,Livio Felluga 2007 Picolit Picolit (Colli Orientali del Friuli),Picolit,Livio Felluga
